preference_key,movie_title,star_cast,rating,year,place,vote,link
4,Barrio Chino,"Roman Polanski (dir.), Jack Nicholson, Faye Dunaway",8.129158825396207,1974,156,,/title/tt0071315/
1,Lo que el viento se llevó,"Victor Fleming (dir.), Clark Gable, Vivien Leigh",8.127131528245085,1939,157,,/title/tt0031381/
2,V de Venganza,"James McTeigue (dir.), Hugo Weaving, Natalie Portman",8.126452077631066,2005,158,,/title/tt0434409/
3,Intensa Mente,"Pete Docter (dir.), Amy Poehler, Bill Hader",8.125040381602552,2015,159,,/title/tt2096673/
4,La cosa del otro mundo,"John Carpenter (dir.), Kurt Russell, Wilford Brimley",8.123917430048927,1982,160,,/title/tt0084787/
1,"Juegos, trampas y dos armas humeantes","Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher",8.123883194605993,1998,161,,/title/tt0120735/
2,Con M de Muerte,"Alfred Hitchcock (dir.), Ray Milland, Grace Kelly",8.119092944947653,1954,162,,/title/tt0046912/
3,El secreto de sus ojos,"Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil",8.118396548331946,2009,163,,/title/tt1305806/
4,El puente sobre el río Kwai,"David Lean (dir.), William Holden, Alec Guinness",8.114925710002044,1957,164,,/title/tt0050212/
1,El increíble castillo vagabundo,"Hayao Miyazaki (dir.), Chieko Baishô, Takuya Kimura",8.11434612634742,2004,165,,/title/tt0347149/
2,Tres anuncios por un crimen,"Martin McDonagh (dir.), Frances McDormand, Woody Harrelson",8.111891856487118,2017,166,,/title/tt5027774/
3,La vida en el abismo,"Danny Boyle (dir.), Ewan McGregor, Ewen Bremner",8.111742680497338,1996,167,,/title/tt0117951/
4,Gran Torino,"Clint Eastwood (dir.), Clint Eastwood, Bee Vang",8.10573737251516,2008,168,,/title/tt1205489/
1,La última pelea,"Gavin O'Connor (dir.), Tom Hardy, Nick Nolte",8.105298955551325,2011,169,,/title/tt1291584/
2,"Fargo, secuestro voluntario","Joel Coen (dir.), William H. Macy, Frances McDormand",8.103597264522532,1996,170,,/title/tt0116282/
3,Mi vecino Totoro,"Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka",8.095621981674539,1988,171,,/title/tt0096283/
4,Intriga,"Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal",8.094159082520164,2013,172,,/title/tt1392214/
1,Golpes del destino,"Clint Eastwood (dir.), Hilary Swank, Clint Eastwood",8.090142473494524,2004,173,,/title/tt0405159/
2,La quimera del oro,"Charles Chaplin (dir.), Charles Chaplin, Mack Swain",8.087932609934017,1925,174,,/title/tt0015864/
3,Blade Runner,"Ridley Scott (dir.), Harrison Ford, Rutger Hauer",8.087323696310303,1982,175,,/title/tt0083658/
4,Atrápame si puedes,"Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks",8.085692479108104,2002,176,,/title/tt0264464/
1,Nido de ratas,"Elia Kazan (dir.), Marlon Brando, Karl Malden",8.085153710583796,1954,177,,/title/tt0047296/
2,El tercer hombre,"Carol Reed (dir.), Orson Welles, Joseph Cotten",8.083023694709668,1949,178,,/title/tt0041959/
3,Los niños del cielo,"Majid Majidi (dir.), Mohammad Amir Naji, Amir Farrokh Hashemian",8.081882095909842,1997,179,,/title/tt0118849/
4,Ben-Hur,"William Wyler (dir.), Charlton Heston, Jack Hawkins",8.07900298569163,1959,180,,/title/tt0052618/
1,El general,"Clyde Bruckman (dir.), Buster Keaton, Marion Mack",8.078325448213679,1926,181,,/title/tt0017925/
2,12 años esclavo,"Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams",8.078059154087438,2013,182,,/title/tt2024544/
3,Las fresas silvestres,"Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson",8.07746896312101,1957,183,,/title/tt0050986/
4,Perdida,"David Fincher (dir.), Ben Affleck, Rosamund Pike",8.077416376876135,2014,184,,/title/tt2267998/
1,Antes del amanecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.076177940002149,1995,185,,/title/tt0112471/
2,El francotirador,"Michael Cimino (dir.), Robert De Niro, Christopher Walken",8.076127647008388,1978,186,,/title/tt0077416/
3,Harry Potter y las reliquias de la muerte 2,"David Yates (dir.), Daniel Radcliffe, Emma Watson",8.07546888911889,2011,187,,/title/tt1201607/
4,En el nombre del padre,"Jim Sheridan (dir.), Daniel Day-Lewis, Pete Postlethwaite",8.074705871116961,1993,188,,/title/tt0107207/
1,El gran hotel Budapest,"Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham",8.07198685974541,2014,189,,/title/tt2278388/
2,Caballero sin espada,"Frank Capra (dir.), James Stewart, Jean Arthur",8.071585326616331,1939,190,,/title/tt0031679/
3,El salario del miedo,"Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel",8.070602913955659,1953,191,,/title/tt0046268/
4,Sherlock Jr,"Buster Keaton (dir.), Buster Keaton, Kathryn McGuire",8.069748345189257,1924,192,,/title/tt0015324/
1,Barry Lyndon,"Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson",8.068840403432203,1975,193,,/title/tt0072684/
2,Room,"Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay",8.068168255287047,2015,194,,/title/tt3170832/
